source_file,type,difficulty,topic,question_stem,answer_options,correct_index,correct_text,explanation
3. Cardiology_Cardio_1.csv,Clinical,Easy,"[""Cardiology""]","A 60-year-old female presents to the emergency department, pale and complaining of dizziness, with a systolic BP of 80 mmHg. She describes noticing a sudden onset of rapid heartbeat about 4 hours ago. She has had one previous episode of atrial fibrillation and her medications include metoprolol, rivaroxaban and atorvastatin. ECG shows an ongoing irregularly irregular rhythm with absent P waves. What is the next best step in her management?","[""Switch rivaroxaban to warfarin + heparin bridging"", ""Initiate digoxin"", ""Initiate amiodarone IV"", ""DC cardioversion"", ""Carotid Doppler""]",D,DC cardioversion,"DC cardioversion is indicated in this woman who is shocked and still in AF since the onset of her symptoms is <48h. All other options may be considered post DC cardioversion.
Click here or the image below to access the complete Atrial Fibrillation Fact Sheet"
3. Cardiology_Cardio_1.csv,Clinical,Medium,"[""Cardiology""]","A 65M presents to the Emergency Department with dyspnoea, palpitations and sweating. It occurred suddenly as he was walking up a hill and has been continuous since then. He has had a recent cold for the last week. He has a history of hypertension, type 2 diabetes mellitus and COPD and is on ramipril, metformin, salbutamol, seretide and theophylline. He is a chronic smoker and drinks 4 stubbies of beer a night. On examination he has an irregular pulse and is tachycardic and tachypnoeic. Which of the following is most appropriate in his immediate management?","[""Chemical cardioversion"", ""Electrical cardioversion"", ""Aspirin"", ""\u00df blockers"", ""Digoxin""]",D,ß blockers,"Cardioversion is only indicated in patients with AF for known duration of <48h. Rate control and anticoagulation is appropriate for patients with AF of unknown duration or >48h. Rate control can be established with ßB or CCB. Digoxin is less effective compared to ßB and CCB and carries a high risk of toxicity, especially in elderly patients. It should be generally reserved for patients whose rate isn’t adequately controlled by ßB or CCBs.

Source: https://www.uptodate.com/contents/control-of-ventricular-rate-in-atrial-fibrillation-pharmacologic-therapy?topicRef=1022&source=see_link#H17
Click here or the image below to access the complete Atrial Fibrillation Fact Sheet"
3. Cardiology_Cardio_1.csv,Clinical,Medium,"[""Cardiology""]",A 60M presents with palpitations and dyspnoea. He has a background of hypertension and type 2 diabetes mellitus. His ECG showed an irregularly irregular narrow complex tachycardia. Which of the following isn’t indicated in his management?,"[""Carotid USS"", ""\u00df blockers"", ""Amiodarone"", ""Aspirin + clopidogrel"", ""Warfarin""]",D,Aspirin + clopidogrel,"This man is experiencing AF and initial management is to establish rate or rhythm control followed by stroke prevention with anticoagulation. AF has a high risk of clot embolism to the carotids thus a carotid USS is recommended after diagnosis. Aspirin + clopidogrel are associated with a higher risk of stroke, embolism and AMI vs anticoagulation thus have no role in stroke prevention.

Source: https://www.nps.org.au/australian-prescriber/articles/current-management-of-atrial-fibrillation#drug-therapies-for-preventing-stroke 
Click here or the image below to access the complete Atrial Fibrillation Fact Sheet"
3. Cardiology_Cardio_1.csv,Clinical,Medium,"[""Cardiology""]","A 65-year-old male presents to the Emergency Department with dyspnoea, palpitations and sweating. It occurred suddenly as he was walking up a hill and has been continuous since then. He has had a recent cold for the last week. He has a history of hypertension, type 2 diabetes mellitus and COPD. He is on ramipril, metformin, salbutamol, seretide and theophylline. He is a chronic smoker and drinks 4 stubbies of beer a night. On examination he has an irregular pulse and is tachycardic and tachypnoeic. Which of the following findings would be the least likely trigger of this arrhythmia?","[""Ramipril"", ""Alcohol"", ""Salbutamol"", ""Seretide"", ""Theophylline""]",A,Ramipril,"Many drugs can trigger AF. Some of these drugs are summarised in the following table.

System

Drugs

CVS

Acetylcholine

Adenosine

Dobutamine

Flecainide

Amiodarone

Atenolol

Digoxin

Diltiazem

Dopamine

Isosorbide mononitrate

Thiazides

Verapamil

Respiratory

Theophylline

Salbutamol

Corticosteroids

Fluticasone

Ipratropium

Salmeterol

CNS

Atropine

Clozapine

Fluoxetine

Olanzapine

Sumatriptan

Genitourinary

Sildenafil

Miscellaneous

ETOH

Bisphosphonates

Caffeine

Nicotine

Source: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5531271/

Click here or the image below to access the complete Atrial Fibrillation Fact Sheet"
3. Cardiology_Cardio_1.csv,Clinical,Easy,"[""Cardiology"", ""Ischaemic Heart Disease""]","A 55-year-old male presents to the emergency department at 10pm with central chest pain beginning yesterday night with associated dyspnoea and nausea. He has a history of gastro-oesophageal reflux, depression and hypertension. He is a long term smoker but doesn’t drink alcohol. ECG revealed no abnormalities apart from a sinus tachycardia and cardiac troponins were within the normal range. What is the next best step in his management?","[""Abdo-xray"", ""Continuous ECG monitoring"", ""Aspirin 300mg stat"", ""GTN s/l"", ""Erect chest x-ray""]",E,Erect chest x-ray,"Troponin levels peak at 12-24h and would’ve peaked in this gentleman if there were evidence of cardiac damage. Furthermore, the absence of ischaemic changes on ECG makes an AMI less likely. Aspirin and GTN aren't indicated unless there is evidence of myocardial ischaemia. Continuous ECG monitoring is also not essential given the unlikelihood of cardiac pathology. Many diseases can mimic an AMI and thus exclusion of other diagnoses is the next best step. Erect chest x-ray can pick up other pathologies which may also cause chest pain such as a perforated peptic ulcer.

Click here or the image below to access the complete Ischaemic Heart Disease Fact Sheet"
3. Cardiology_Cardio_1.csv,Clinical,Medium,"[""Cardiology""]",A 3 week old term baby is brought in with failure to thrive and poor weight gain. Her mother reports that she tends to go blue with feeding and crying. There were no issues with the pregnancy or delivery. Examination revealed a systolic murmur at the left sternal edge. CXR showed a boot shaped heart. Which of the following findings would be present for this diagnosis?,"[""Atrial septal defect"", ""Aortic stenosis"", ""Pulmonary stenosis"", ""Patent ductus arteriosus"", ""LV hypertrophy""]",C,Pulmonary stenosis,"This child is suffering from Tetralogy of Fallot which is characterised by a ventricular septal defect, pulmonary stenosis, RV hypertrophy and overriding aorta. Typical symptoms include cyanosis and SOB on exertion due to deoxygenated blood entering the systemic circulation. This may then result in poor feeding and failure to thrive. Toddlers typically squat which increases systemic vascular resistance and aortic pressure and thus decreases right to left ventricular shunting. Diagnosis is by CXR which classically shows a boot shaped heart and echocardiogram.

Source: https://www.msdmanuals.com/professional/pediatrics/congenital-cardiovascular-anomalies/tetralogy-of-fallot"
3. Cardiology_Cardio_1.csv,Clinical,Easy,"[""Cardiology""]","A 1 day old newborn is cyanosed and has problems breathing. On examination she is tachycardic and tachypnoeic and becomes sweaty with worsened cyanosis when trying to feed. Out of the following, which is the most likely diagnosis?","[""Ventricular septal defect"", ""Atrial septal defect"", ""Patent ductus arteriosus"", ""Aortic stenosis"", ""Tetralogy of Fallot""]",E,Tetralogy of Fallot,"Congenital heart defects can be classified into cyanotic and acyanotic lesions. Cyanotic lesions are a result of deoxygenated blood entering the systemic circulation due to right to left shunting such as in Tetralogy of Fallot or transposition of the great arteries. Acyanotic lesions include septal defects, aortic stenosis, pulmonary stenosis, patent ductus arteriosus and coarctation of the aorta. These typically present initially with congestive heart failure due to increased right sided pressures. Cyanosis can occur later on when chronic left to right shunting leads to pulmonary hypertension and a reversal of the shunt, when it is labelled Eisenmenger’s syndrome.

Source: https://www.aafp.org/afp/1999/0401/p1857.html"
3. Cardiology_Cardio_1.csv,Clinical,Easy,"[""Cardiology""]",Which of the following is false about ventricular septal defects?,"[""Always require surgical repair"", ""Are the most common congenital heart defect"", ""Causes acyanotic congenital defects"", ""Has a louder murmur with smaller defects"", ""May present with congestive heart failure""]",A,Always require surgical repair,"Ventricular septal defects are the most common congenital heart defect. Due to left to right shunting, neonates are acyanotic early on, however may present with symptoms of congestive heart failure eg. SOB and failure to thrive. The murmur is louder and harsher with small defects. Small defects often close spontaneously and may not require medical or surgical therapy.

Source: https://www.msdmanuals.com/professional/pediatrics/congenital-cardiovascular-anomalies/ventricular-septal-defect-vsd"
3. Cardiology_Cardio_1.csv,Clinical,Easy,"[""Cardiology""]","A 29-year-old male presents with a 4 day history of fever and flu like symptoms. On examination he displayed bruises on three of his nails, painful nodules on his hands, unintentional weight loss and a new onset murmur. Investigations came back showing anaemia, leukocytosis, haematuria, positive rheumatoid factor and positive blood cultures for Staph. aureus. Which of the following is the most likely diagnosis?","[""Rheumatoid arthritis"", ""Infective endocarditis"", ""Chronic myeloid leukaemia"", ""Rheumatic fever"", ""Post-infectious glomerulonephritis""]",B,Infective endocarditis,"The findings are consistent with infective endocarditis. Rheumatoid factor can be positive in up to 50% of patients with IE. Rheumatic fever is caused by group A streptococci and normally presents with a polyarthritis and painless subcutaneous nodules. Post-infectious glomerulonephritis is also usually caused by group A streptococci, is more common in children and presents with frank haematuria and possibly proteinuria, HTN, oedema, impaired eGFR and oliguria. CML is usually diagnosed in an older age group and is asymptomatic earlier on with a gradual onset of constitutional sx.

The findings are consistent with infective endocarditis. Rheumatoid factor can be positive in up to 50% of patients with IE. Rheumatic fever is caused by group A streptococci and normally presents with a polyarthritis and painless subcutaneous nodules. Post-infectious glomerulonephritis is also usually caused by group A streptococci, is more common in children and presents with frank haematuria and possibly proteinuria, HTN, oedema, impaired eGFR and oliguria. CML is usually diagnosed in an older age group and is asymptomatic earlier on with a gradual onset of constitutional sx."
3. Cardiology_Cardio_1.csv,Clinical,Medium,"[""Cardiology""]",Which of the following is not an absolute contraindication to fibrinolysis?,"[""Active bleeding"", ""Ischaemic stroke <3 months ago"", ""Known malignant intracranial neoplasm"", ""Recent internal bleeding <4 weeks ago"", ""Prior intracranial haemorrhage""]",D,Recent internal bleeding <4 weeks ago,"The absolute contraindications for fibrinolysis include:

Active bleeding or bleeding diathesis/ current anticoagulation

Significant closed head or facial trauma <3 months

Suspected aortic dissection

Prior intracranial haemorrhage

Ischaemic stroke <3 months

Known structural cerebral vascular lesion

Known malignant intracranial neoplasm

Relative contraindications include:

Current anticoagulant use

Recent trauma/ surgery <3 weeks

Prolonged CPR (>10 min)

Recent internal bleeding (<4 weeks)

Active peptic ulcer

BP >180/110 or history of severe and poorly controlled HTN

Ischaemic stroke >3 months ago

Pregnancy

Source: https://www.aci.health.nsw.gov.au/__data/assets/pdf_file/0007/274138/acs-therapy-algorithm-web-secure.pdf"
3. Cardiology_Cardio_1.csv,Clinical,Easy,"[""Cardiology""]",Which of the following is true of heart failure?,"[""Ejection fraction \u226440% is diagnostic of heart failure"", ""Heart failure always results in reduced cardiac output"", ""Pulmonary emboli can cause LV failure"", ""The most common cause of RV failure is LV failure"", ""Mitral stenosis can cause cor pulmonale""]",D,The most common cause of RV failure is LV failure,"Heart failure can be classified as heart failure with reduced or preserved ejection fraction. Reduced ejection fraction is LVEF ≤40% and indicative of systolic HF. Preserved ejection fraction is LVEF ≥50% and indicative of diastolic HF. High output heart failure is a result of conditions requiring a persistently high cardiac output such as anaemia or thyrotoxicosis, leading to an eventual inability of the heart to maintain these requirements. Pulmonary emboli can lead to RV failure due to increased pulmonary pressures. Cor pulmonale is RV failure caused by lung disorders eg. COPD. Mitral stenosis is a cardiac cause of RV failure. The most common cause of RV failure is LV failure but other causes include any cause of raised pulmonary pressures, tricuspid stenosis or regurgitation or mitral stenosis.
Click here or the image below to access the complete Heart Failure Fact Sheet"
3. Cardiology_Cardio_1.csv,Clinical,Medium,"[""Cardiology""]","Mrs HF is a 67-year-old female recently diagnosed with congestive heart failure. She has been experiencing symptoms of increased exertional dyspnoea, fatigue, orthopnoea and decreasing exercise tolerance for 6 months. She has a history of hypertension, atrial fibrillation and type II diabetes mellitus. Which of the following medications is not indicated in her management?","[""ACEI"", ""\u00df-Blocker"", ""CCB"", ""Diuretic"", ""Digoxin""]",C,CCB,"ACEI improve mortality in patients with reduced LVEF by reducing preload and afterload and cardiac remodelling. ßB reduce preload and afterload and decrease oxygen demand of the heart. Diuretics relieve pulmonary and peripheral oedema secondary to  RAS activation in heart failure. Digoxin is indicated in patients with chronic CHF and AF to control ventricular rate. CCB may precipitate CHF due to the risk of bradycardia and decreased contractility.

Click here or the image below to access the complete Heart Failure Fact Sheet"
3. Cardiology_Cardio_1.csv,Clinical,Easy,"[""Cardiology""]",A 70-year-old female presents complaining of dyspnoea when lying down at night and not being able to walk as far before becoming short of breath. She also mentions that she’s put on 5kg in the last 3 months but has not had any changes to her diet or lifestyle. Her legs also seem swollen. Which of the following clinical signs would not be expected on clinical examination?,"[""Elevated JVP"", ""Bibasal crackles"", ""Sinus bradycardia"", ""Hepatomegaly"", ""Pulsus alternans""]",C,Sinus bradycardia,"This lady is suffering from the classical symptoms of congestive heart failure. Clinical signs of heart failure include signs of fluid overload eg. tachypnoea, SOB, productive cough, paroxysmal nocturnal dyspnoea, orthopnoea, elevated JVP, crackles and peripheral oedema. Sinus tachycardia rather than bradycardia is seen in heart failure. Hepatomegaly is caused by back pressure leading to portal hypertension. Pulsus alternans is a pulse wave showing alternating strong and weak beats, indicating left ventricular systolic impairment.

Source: https://www.msdmanuals.com/professional/cardiovascular-disorders/heart-failure/heart-failure-hf#v936075
Click here or the image below to access the complete Heart Failure Fact Sheet"
3. Cardiology_Cardio_1.csv,Clinical,Easy,"[""Cardiology""]",Which of the following is true of heart failure?,"[""Ejection fraction \u226440% is diagnostic of heart failure"", ""Heart failure always results in reduced cardiac output"", ""Pulmonary emboli can cause LV failure"", ""The most common cause of RV failure is LV failure"", ""Mitral stenosis can cause cor pulmonale""]",D,The most common cause of RV failure is LV failure,"Heart failure can be classified as heart failure with reduced or preserved ejection fraction. Reduced ejection fraction is LVEF ≤40% and indicative of systolic HF. Preserved ejection fraction is LVEF ≥50% and indicative of diastolic HF. High output heart failure is a result of conditions requiring a persistently high cardiac output such as anaemia or thyrotoxicosis, leading to an eventual inability of the heart to maintain these requirements. Pulmonary emboli can lead to RV failure due to increased pulmonary pressures. Cor pulmonale is RV failure caused by lung disorders eg. COPD. Mitral stenosis is a cardiac cause of RV failure. The most common cause of RV failure is LV failure but other causes include any cause of raised pulmonary pressures, tricuspid stenosis or regurgitation or mitral stenosis.

Source: https://www.msdmanuals.com/professional/cardiovascular-disorders/heart-failure/heart-failure-hf#v936075

Click here or the image below to access the complete Heart Failure Fact Sheet"
3. Cardiology_Cardio_2.csv,Clinical,Easy,"[""Cardiology""]",A 75-year-old male with type II diabetes mellitus and hyperlipidaemia presents to his GP for a routine check up. He is otherwise well and asymptomatic. His medications include metformin and atorvastatin. On examination his BP was 147/85. What is the next best step in his management?,"[""Provide lifestyle advice and reassess BP in 3 months"", ""Initiate an ACEI"", ""Initiate a thiazide"", ""Increase atorvastatin dose"", ""Perform a CVD risk assessment""]",B,Initiate an ACEI,"This man is already at high CVD risk due to his diabetes and age >60y and thus requires immediate initiation of antihypertensive therapy. ACEI or ARBs are 1st line in patients with DM II. CVD risk assessment isn’t warranted in patient’s with any of the following:

·     Diabetes and >60y

·     Diabetes with microalbuminuria

·     Macroalbuminuria or eGFR <45 mL/min/1.73m2

·     Familial hypercholesterolaemia

·     SBP ≥180 or DBP ≥110 mmHg

·     Serum total cholesterol >7.5 mmol/L

·     Aboriginal or Torres Strait Islander >74y

Click on this link to access the Hypertension factsheet"
3. Cardiology_Cardio_2.csv,Clinical,Medium,"[""Cardiology""]","A 65-year-old female is diagnosed with hypertension with an average BP of 180/95. Her comorbidities include hyperlipidaemia, gout, asthma and type 2 diabetes mellitus. Her HbA1c is 9.5 and her urine is positive for proteinuria. What BP target should she be aiming for? Select one:","[""140/90"", ""140/80"", ""130/90"", ""130/80"", ""120/80""]",D,130/80,"The target BP for people with diabetes is 140/90 or 130/80 if they have diabetes and protein/ albuminuria.

Source: https://www.heartfoundation.org.au/images/uploads/publications/PRO-167_Hypertension-guideline-2016_WEB.pdf

Click on this link to access the Hypertension factsheet"
3. Cardiology_Cardio_2.csv,Clinical,Medium,"[""Cardiology""]","A 65-year-old female is diagnosed with hypertension with an average BP of 180/95. Her comorbidities include hyperlipidaemia, gout, asthma and type 2 diabetes mellitus. Her HbA1c is 9.5 and her urine is positive for proteinuria. Which of the following medications would be most appropriate to start her on?","[""Atenolol"", ""Indapamide"", ""Metoprolol"", ""Ramipril"", ""Verapamil""]",D,Ramipril,"Beta blockers are contraindicated in asthma and thiazides may precipitate gout so are not appropriate due to her comorbidities. Verapamil is a cardioselective CCB and is more used for the management of angina. ACEI are 1st line in people with diabetes due to their therapeutic effect on kidney function and preventing diabetic nephropathy.

Source: https://www.heartfoundation.org.au/images/uploads/publications/PRO-167_Hypertension-guideline-2016_WEB.pdf 

Click on this link to access the Hypertension factsheet."
3. Cardiology_Cardio_2.csv,Clinical,Hard,"[""Cardiology""]","A 65-year-old female was diagnosed with hypertension. She has a background of chronic kidney disease, asthma and gout. Which of the following antihypertensives is the best choice? select one:","[""Amiloride"", ""Ramipril"", ""Propanolol"", ""Hydrochlorothiazide"", ""Nifedipine""]",E,Nifedipine,"Due to her CKD she is at risk for hyperkalaemia and thus a potassium sparing diuretic like amiloride or ACEI like ramipril could potentially precipitate hyperkalaemia. Propanolol is a non-selective ßB contraindicated in asthma due to risk of bronchospasm. Hydrochlorothiazide could potentially precipitate gout.

Source: https://amhonline.amh.net.au/chapters/cardiovascular-drugs/antihypertensives?menu=vertical

Click on this link to access the Hypertension factsheet."
3. Cardiology_Cardio_2.csv,Clinical,Medium,"[""Cardiology""]",A 67-year-old female presents with a 2 week history of fevers up to 38.5˚C and chills. Additionally she has noticed painless nodules on her fingers. On examination her GP found retinal haemorrhages on fundoscopy. Which of the following additional findings would give a definite diagnosis?,"[""Change in her pre-existing murmur"", ""2 separate blood cultures positive for Staph aureus"", ""History of IVDU"", ""Urinalysis showing haematuria"", ""Evidence of splinter haemorrhages""]",B,2 separate blood cultures positive for Staph aureus,"This woman most likely has infective endocarditis. The diagnostic criteria for definite IE includes either 2 major criteria, 1 major + 3 minor criteria or 5 minor criteria. She already has 3 positive minor criteria and option b is the only major criteria.

Major criteria:

Blood culture +ve

Typical organism in 2 separate cultures OR

Persistently +ve blood cultures eg. 3 >12h apart or majority if ≥4

Serologic evidence of Coxiella burnetii (IgG titer > 1:800) or one positive blood culture for Coxiella burnetii

Endocardium involved

+ve echocardiogram (vegetation, abscess, dehiscence of prosthetic valve) OR

New valvular regurgitation (change in murmur not sufficient)

Minor criteria:

Fever >38˚

Echo findings that don’t meet major criteria

Vascular findings eg. emboli, ICH, conjunctival haemorrhages, Janeway lesions

Evidences from microbiological- +ve blood culture that doesn’t meet major criteria

Evidences from immunology eg. glomerulonephritis, Osler’s nodes, Roth’s spots, RF

Risk factors

IVDU

Predisposing heart disorder"
